PageCommentNumber,date,author,text
23,2018-12-25T01:18:33+00:00,Mr_Shiftright,"The older ones were pretty gutless, with 2.4L diesels, or sometimes 2.8L gas. It got better engines in 1990."
24,2018-12-25T01:23:16+00:00,fintail,"We never received those through official channels, they were meant for utilitarian work. The first official US model G-Wagen was not until MY 2002, the rest are private imports or Europa cars. Those small engine cars also usually had no power accessories, likely no AC, cloth or vinyl interior, etc. It was not originally designed as a luxury vehicle - that's part of the appeal for some."
25,2018-12-25T01:27:54+00:00,Mr_Shiftright,"They were incredibly backward all the way up to 2018--for that kind of $$$, you could buy so much more. Benz seemed almost cynical about it, as in ""you really want one of these things Americans? OK, here...we'll glue some extra stuff on it, and reverse-engineer some clunky updates...now go away""."
26,2018-12-25T01:33:11+00:00,fintail,"Like was mentioned, people who buy these aren't seeking value, aren't being rational. It's a show off splurge. 90% image is what sells it, and will continue to sell it."
27,2018-12-25T20:50:17+00:00,Mr_Shiftright,"I was reading about this prank where a TV production company bought up some cheap shoes from Payless and reboxed them with a phony ""upscale brand name"" and sold them to people at outrageous prices---the buyers were totally convinced that the shoes were in fact some kind of hand-made imported artisan shoe.

So yeah, they were buying the box the shoes came in. They had no discernment as to the quality of the object of their desire."
28,2018-12-26T23:30:59+00:00,fintail,"Not sure if those shoes are apples to apples with a G-Wagen. The G is not a cheap product pretending to be expensive. It would be pricey even without bling and leather. It is a high quality old fashioned utility vehicle decked out with fancy bits and a price pumped up to a huge margin.

I suspect it would be easier/less painful to run a G to 150K miles than say a Range Rover of the same price point."
29,2018-12-27T00:10:00+00:00,berri,I actually saw one on the road today. Meh
30,2018-12-27T03:01:29+00:00,Mr_Shiftright,The new ones are cleaned up a bit but there are sure a lot better ways to spend your money than on a new car that already looks like an old one.
31,2018-12-27T03:06:33+00:00,fintail,"I still have yet to see a new style G on the road in person. If my local dealer had any, they sold. This will continue to be a cash cow.

Many aspects of value are subjective. Some want that traditional look, it says ""I have money to throw away, the amount of taxes I dodge/evade are more than your salary"". It is worth it to someone, or MB wouldn't make them"
32,2018-12-27T03:14:32+00:00,Mr_Shiftright,"Doug DeMuro's review on the 2017 AMG version is pretty amusing. He also reviewed the 2019 and he is a bit kinder:

2017 AMG G-Wagon Review"
33,2018-12-27T03:54:30+00:00,fintail,"A G65 is indeed pretty wacky. It's all about showing off, and the profit margins have to be huge even if volume is low."
34,2018-12-28T14:26:56+00:00,berri,"After going to the store, I just figured out where the MB G Wagon came from: they bred a Jeep and a Brink's truck"
35,2018-12-28T17:53:22+00:00,Mr_Shiftright,Or an Isuzu Trooper with a file cabinet?
36,2018-12-28T18:47:08+00:00,berri,"I think the G wagon I saw had one of those side opening doors, so maybe a refrigerator instead of a file cabinet. If it was a conventional or hatch door, then a garage."
37,2018-12-28T20:06:20+00:00,fintail,"G opens from the side, so it is a fridge.

The door handle/latch operation on those is immensely satisfying too, like an old car."
38,2018-12-29T01:13:38+00:00,berri,"You know, as Wally Cleaver on Leave It To Beaver says, ""we're just giving you the business"" and ""immensely satisfying"" has a Madman 50's advertising sound as well"
39,2018-12-29T02:30:11+00:00,fintail,The door action on a G-wagen reminds me of the fintail - a very nice solid click when you close it. Modern cars feel hollow in comparison.
40,2018-12-31T07:30:08+00:00,tlong,"I've often wondered what people from the 1800s, when machinery was heavy iron, would think of all of today's mechanical and even non-mechanical items? I suspect they'd be amazed by things like carbon fiber and even plastic. And aluminum. Everything is immensely lighter than in those days."
41,2018-12-31T17:35:18+00:00,Mr_Shiftright,"Jules Verne's space rocket was made out of aluminum, in the story Journey to the Moon (1865), and the engine the Wright Brothers used was made out of aluminum (1903). Aluminum electrical wires were being used in the late 1800s."
42,2018-12-31T17:41:59+00:00,kyfdx,"Aluminum electrical wires were being used in the late 1800s.

Yikes! That didn't work out so well."
43,2018-12-31T17:46:45+00:00,Mr_Shiftright,Why not? Aluminum gives better conductivity per weight than copper.
44,2018-12-31T17:56:58+00:00,stickguy,But those pesky fires.
45,2018-12-31T18:01:37+00:00,kyfdx,"1 mile from my house:

https://en.wikipedia.org/wiki/Beverly_Hills_Supper_Club_fire"
46,2018-12-31T18:18:14+00:00,Mr_Shiftright,"As a metal, it was ""discovered"" in 1825. At one time, it cost more per weight than gold."
47,2018-12-31T18:24:17+00:00,tjc78,"Aluminum is still widely used as electrical wire.   Most homes large feed from the pole is aluminum. 

Buggest problem with aluminum was electrolysis resulting from splicing it into copper or using the wrong terminations.  

Thinner gauge also also can get brittle over time.  "
48,2018-12-31T18:49:41+00:00,sda,I was 18 when that happened and remember the news stories. Simply horrible and sad.
49,2018-12-31T20:17:30+00:00,explorerx4,"Saw a second generation Leaf, looked like a normal 4 door hatchback."
0,2018-12-31T21:45:10+00:00,kyfdx,"Yeah.. I was 18, as well.
Fortunately for me, I didn't know anyone that was there, that night.

At the time, I lived about 15 miles from here. But, we moved over here 20 years ago, and I've run into quite a few people that helped out at the makeshift morgue, that night. They were also teenagers, at the time."
1,2019-01-05T23:04:36+00:00,kyfdx,"2019 Edge ST

Sharp looking, if you are into that SUV thing."
2,2019-01-06T00:48:26+00:00,stickguy,I do think the current style Edge is very good looking.
3,2019-01-06T02:22:07+00:00,fintail,Saw my first new style G-Wagen on the road.
4,2019-01-06T04:20:58+00:00,Michaell,Were you close to your dealer?
5,2019-01-06T14:22:53+00:00,berri,"The Edge is a decent looker, but I'm not sure I'd pay its price because just a bit more gets you a much more spacious and comfortable crossover instead."
6,2019-01-06T16:28:58+00:00,qbrozen,"But if sportiness AND space is your goal, the Edge Sport is tough to beat at the price. I think you have to go down a size or way up in price to go quicker. (I’m totally guessing and have yet to test this thought)."
7,2019-01-06T17:49:20+00:00,berri,"I look at the Edge size wise as kind of a latest gen CRV usable cargo space, but with more oomph and passenger room. I think I'd consider buying one if they were a couple of grand cheaper. Although 6 footer seating is just a tad tight and the one I sat in at the auto show seemed to have a bit short seat bottom - but there are various trim models including the new Lincoln Nautilus. What I'm really interested in is the forthcoming unibody rwd/awd version of the Explorer. I think it is due out sometime this upcoming summer. Sounds like for a few grand more, it may be a winner. If you are looking for sportiness and speed, it is probably a good reason to go Edge. But I think that top line model puts you into (or darn close to) Nautilus pricing. Depends on priorities I guess."
8,2019-01-06T20:29:50+00:00,fintail,"Not too far, come to think of it. It was plated though.

Not gonna lie, these (not a new one of course) still give me thoughts, depending on what happens at Bluetec lease end."
9,2019-01-10T00:43:02+00:00,explorerx4,"2 Model 3's, both black. Model T vibe?"
10,2019-01-14T16:01:30+00:00,fintail,"Found on another forum, laughable ADM and mop 'n glo on a Genesis G70:



These tactics will make it hit the market with a Stinger-like thud."
11,2019-01-14T16:05:03+00:00,berri,Too much - run away from it!
12,2019-01-14T16:19:39+00:00,stickguy,"My son sent me that. He loves his, but said at that price he would have been shopping different cars. He got a discount off MSRP, and no add ons."
13,2019-01-14T18:45:03+00:00,Mr_Shiftright,"""Molecular adhesion""?? Is that like ""gravitational handling package""?"
14,2019-01-14T18:47:23+00:00,texases,"Gotta watch out for those 'nitro filled tires'...one bad bump, BOOM!"
15,2019-01-14T19:49:39+00:00,Mr_Shiftright,"Yep, one of those babies could take out a whole city block."
16,2019-01-14T20:31:01+00:00,fintail,"65K is a spicy meatball, getting into Euro territory there. Good luck."
17,2019-01-15T02:53:27+00:00,andres3,"Yeah, that's getting into world-class car territory. Not wannabe copy generic bargain basement territory. Not saying the new G's from Hyundai are generic, as I haven't driven or seen one, but basing some of those assumptions on the Optima's ""engineering."""
18,2019-01-15T09:01:45+00:00,bhill2,"Hey, we’re talking about the Motor Trend Car of the Year here. Isn’t that worth a $10K “Market Adjustment”?"
19,2019-01-15T14:48:38+00:00,fintail,"And ~$1200 for a pulse brake system. Sounds like a heck of an upcharge for ABS, or for the annoying blinking CHMSL I see most often on timidly driven CRVs and the like."
20,2019-01-15T15:05:52+00:00,Michaell,"$1200! My VW dealer charges either $399 or $499 for the same item.

Even that is overpriced, IMO"
21,2019-01-15T16:16:24+00:00,texases,Bet it's for a $5 chip to add to the CHMSL.
22,2019-01-15T16:59:44+00:00,Michaell,"That wouldn't surprise me, at all. The VW dealer where I got my Jetta has changed their business model up, and is now adding gratuitous junk onto every vehicle.

Not likely to replace the Jetta with another VW, if this keeps up."
23,2019-01-16T02:10:02+00:00,sda,It seems most of the dealers around here are drinking that cool aid. It’s a real turn off.
24,2019-01-16T04:03:52+00:00,fintail,I think I saw an X7 in traffic today.
25,2019-01-16T20:03:23+00:00,berri,"Politically correct way of just posting ""ADM"""
26,2019-01-19T19:17:17+00:00,explorerx4,Saw a RAV4 today. Much more square shouldered look in the front and probably the size of the original Highlander.
27,2019-01-23T00:51:18+00:00,explorerx4,"Got a delivery from Amazon today.
One side of the box displayed the front of the New Chevy Silverado and the opposite side the back.
It didn't have that fancy GMC tailgate."
28,2019-01-26T19:01:59+00:00,explorerx4,"Was behind a Subaru Ascent. The taillight design doesn't see to fit the body shape, but that's become pretty common."
29,2019-01-27T20:10:29+00:00,tifighter,"Saw this today at Schiphol airport-

Underwhelmed."
30,2019-01-27T20:32:34+00:00,explorerx4,"A new Forrester, it looked bigger than previous generation?"
31,2019-01-27T20:43:43+00:00,qbrozen,"Funny. I was going to call it a Kia.

i do appreciate Audi continuing to apply Ford Blue to their show cars. Lol"
32,2019-01-29T18:03:01+00:00,stickguy,"Bright blue Mitsubishi Eclipse cross. Looked ok from the side, but the rear, well, just say unfortunate.

And definitely should not be called eclipse!"
33,2019-01-30T01:28:20+00:00,andres3,Tirerack posted a video of a new TTRS in my preferred favorite color for the car (Vegas Yellow) doing hot laps in a new P Zero tire. GRRRR...... and just when I was thinking there was nothing out there enticing me. I thought RS's didn't come in yellow.
34,2019-01-30T03:17:10+00:00,fintail,"I notice the wonderful timelessly styled new Avalon has sequential front turn signals, cribbing from Audi of the past few years (and Ford in 1967)."
35,2019-01-30T20:54:57+00:00,texases,"Came across a newish Audi A4 wagon Allroad, first one I've seen."
36,2019-01-31T22:30:48+00:00,andres3,Do you recall if it had the label/decal A4 on the back ? I think they are calling them A4 on the left and Allroad's on the right now.
37,2019-01-31T22:40:41+00:00,texases,"Yep, A4 on the left, Allroad on the right."
38,2019-02-01T02:12:23+00:00,fintail,"Saw 2 new RAV4s in traffic today, faux floating C pillar, so cool and dynamic, definitely not an AWD toaster."
39,2019-02-01T02:21:26+00:00,explorerx4,I read a review about the new RAV4. It said the it and the current Escape have the same wheelbase and RVA4 has a couple of cubes more interior space. I was surprised they are that close considering the Escape is one of the smaller entries in that class.
40,2019-02-01T13:49:11+00:00,tjc78,"I told my Mom if she even thinks about getting another Toyota I'm not doing the deal for her. I was once such a Yota fan but I can't warm up to anything they have put out since the 05+ Avalon.

I find nothing really to like about her current 2017 RAV."
41,2019-02-01T14:26:20+00:00,stickguy,I’m curious to see he new RAV in person at the car show.
42,2019-02-01T14:35:04+00:00,fintail,"The styling is tough to take. At least the Camry drives better, or so I've heard. My mom will have had her Camry for 10 years in May, no real issues with the car, no plans to replace it. But if she wanted another Camry, I wouldn't protest."
43,2019-02-01T14:41:20+00:00,berri,Honda and Toyota just seem often very efficient at space utilization. Kind of ironic that the new CRV appears to be quieter than the new Rav4 since Honda used to trend more sporty and Toyota more GM smooth.
44,2019-02-01T15:39:22+00:00,texases,"I've heard lots of positives about the drive/ride of the new (2019) Rav4. Looks are a little on the 'trying to be tough' side, but not goofy, like other new Toyotas."
45,2019-02-01T15:46:01+00:00,kyfdx,Our new car show is this coming Wednesday through Sunday.
46,2019-02-01T15:56:03+00:00,stickguy,"Philly show starts tomorrow. I’m going next weekend. Only surprise is BMW pulled out, though after ditching Detroit, not too surprised."
47,2019-02-01T16:40:38+00:00,tjc78,"Pretty sure we are going Sat the 9th early 

I fly out the next day for a show, so unless I take a day off this week it’s my only shot.  Can’t do it this weekend "
48,2019-02-01T16:49:55+00:00,stickguy,That’s when we will be there. Then over to oscars for our traditional lunch!
49,2019-02-01T18:33:21+00:00,kyfdx,Tell us more about Oscars..
0,2019-02-01T19:04:07+00:00,Michaell,
1,2019-02-01T19:14:46+00:00,stickguy,"Oscars. The dive bar that time forgot. I first went there in the mid 80s, and it’s basically exactly the same. Not even sure they mopped the bathroom floor. But great cheesesteaks and onion rings, and cheap draft beer. Cash only, which keeps away the younger generations.

https://www.yelp.com/biz/oscars-tavern-philadelphia"
2,2019-02-01T19:26:49+00:00,kyfdx,Nice!
3,2019-02-01T23:38:47+00:00,berri,"...unless you have heartburn problems. Seriously though, Philly is a very good food town."
4,2019-02-02T22:57:48+00:00,laurasdada,"At the Jag dealer this morning getting annual state inspection (and they washed/vacuumed the XF, nice), in the lot a brand new (no plates) white Lamborghini Urus. Big, slick and imposing. Probably traded for an F-Pace..."
5,2019-02-02T23:30:34+00:00,explorerx4,"@laurasdada,
So how does it drive?"
6,2019-02-02T23:37:02+00:00,laurasdada,"Not sure, Ex4. But it tastes just like chicken!"
7,2019-02-03T00:59:12+00:00,explorerx4,"So, you sampled the carbon fiber?"
8,2019-02-08T18:06:18+00:00,fintail,"From another forum, spotted on a Veloster N:



LOLOLOL"
9,2019-02-08T18:17:38+00:00,Mr_Shiftright,"I'm afraid to ask what a ""cup guard"" is."
10,2019-02-08T19:00:13+00:00,andres3,"Wow, that's Golf R territory at that price. Well, a sucker is born every minute."
11,2019-02-08T19:28:23+00:00,laurasdada,"$795 for a Perma Plate Fiber Guard! Now, that's a steal!
And, I assume ""Market Adjustment"" is a special order paint color, so worth it..."
12,2019-02-08T20:01:51+00:00,berri,Customers need to vote with their feet. There are plenty of other options out there!
13,2019-02-08T20:37:49+00:00,fintail,"I like how ""Market Adjustment"" is a ""Dealer Installed Option"", indeed."
14,2019-02-08T21:38:31+00:00,Michaell,I saw a Veloster N here in Colorado with a similar $5k bump. Somebody will want to be the first on their block.
15,2019-02-08T22:05:12+00:00,fintail,Just like with the full load Stingers locally that had a 10K markup (and nobody bought).
16,2019-02-08T22:52:09+00:00,qbrozen,"I just searched autotrader and found 30 within 100 miles of me, and only 3 of those are marked up over MSRP."
17,2019-02-09T17:40:35+00:00,Mr_Shiftright,So the dealers can take down the pedestrian barriers that were protecting their front door from buyers?
18,2019-02-09T21:22:29+00:00,explorerx4,"Saw a new RAV 4 up close today, kind of a butch take on a Jeep Cherokee."
19,2019-02-09T23:02:12+00:00,qbrozen,Am I reading that wrong? Did you just call a RAV4 butch??
20,2019-02-09T23:11:17+00:00,explorerx4,"Yes I did, 'butch' compared to a Cherokee. They look like cousins, but it's not the better looking one.
Have you seen one?"
21,2019-02-09T23:34:44+00:00,berri,"I saw one at Costco the other day. Personally, thought they looked better in pictures than in person. Dealer had something like $2k added on to the sticker. Yeah, right."
22,2019-02-10T01:07:38+00:00,tjc78,I’m not sure if the RAV is an improvement or not...
23,2019-02-10T02:22:55+00:00,qbrozen,Just pics. Are you thinking of the Compass?
24,2019-02-10T02:43:35+00:00,kyfdx,"Went to the new car show today.

I’d take a Cherokee over the RAV4, all day long"
25,2019-02-10T02:45:16+00:00,kyfdx,"Also, this:"
26,2019-02-10T04:25:52+00:00,stickguy,"oh yeah, the Jeep PU was really cool too."
27,2019-02-10T11:40:42+00:00,explorerx4,"Cherokee and Compass look pretty similar, so a butch version of either one."
28,2019-02-10T13:07:20+00:00,fushigi,"Wife was, for some reason, rather enamored with the Jeep Rubicon p/u at the Chicago Auto Show yesterday.

I can't say there was any one vehicle or brand that totally wowed me. Seemed like a very incremental show if you know what I mean. Nothing revolutionary & only a couple of concept cars. But at least Maserati & Alpha Romeo, who historically disallowed or limited butts-in-seats were much more open. Porsche had every single car locked like they were actually special or something.

My best in show vote would probably go to the full-size Chevy Silverado p/u built from 334,000 Legos."
29,2019-02-10T14:43:28+00:00,kyfdx,"I tried for five minutes to get a clear shot, then just gave up. Oh well, at least he was pulling his pants up."
30,2019-02-10T19:29:29+00:00,Mr_Shiftright,Maybe he lost his butt on the last new car he bought?
31,2019-02-13T18:09:32+00:00,ab348,"New 2020 Toyota Corolla introduced. Yes , it is even more ugly up front than the existing model as is seemingly required by all new Toyotas."
32,2019-02-13T18:54:20+00:00,Mr_Shiftright,"You know, it really looks like.....a Muppet."
33,2019-02-13T19:24:12+00:00,fintail,Reminds me of a bottom feeding fish. Make those commuter boxes look aggressive and dynamic!
34,2019-02-14T00:27:24+00:00,berri,So the Muppet's have a new character named Carp
35,2019-02-14T00:49:14+00:00,tjc78,OMG... just when I thought Toyota couldn’t get worse. 
36,2019-02-14T00:54:39+00:00,explorerx4,"Not exactly a carp, but I saw this at a basketball game the other night.
https://www.bing.com/videos/search?q=mackerel+jordan&view=detail&mid=32892BB6FB2676858D0032892BB6FB2676858D00&FORM=VIRE"
37,2019-02-14T01:00:26+00:00,Mr_Shiftright,Tough way to make a living.
38,2019-02-18T21:13:13+00:00,fintail,"Stopped by the MB dealer to get a free keyfob battery, saw an A220 outside. Pretty nice package, looks well-finished inside, you can't miss the widescreen panel. MSRP was 43K or 45K, I forget which. Should sell fine.

They also had an E63s on the floor, and it was open. 118K MSRP I think, interior build quality was fantastic, and it smelled good."
39,2019-02-20T03:12:38+00:00,fintail,"New RAV4 and a Lexus UX, both such lovely examples of timeless styling excellence."
40,2019-02-20T16:47:52+00:00,Mr_Shiftright,"Is that pronounced ""UXS? I won't mention what that sounds like."
41,2019-02-20T21:54:43+00:00,berri,"I ""underStand"""
42,2019-02-23T02:36:26+00:00,fintail,"Saw another UX, I think they will sell every one that hits the lots, at least in my area where there's a huge demographic for such a thing."
43,2019-02-23T02:47:15+00:00,stickguy,"I like what I saw and read about it. If it was at the auto show, I managed to miss it. Oops."
44,2019-02-23T03:21:27+00:00,Mr_Shiftright,I've been reading that the engine is a disappointment---very lackluster performance.
45,2019-02-23T13:05:31+00:00,kyfdx,Isn't it a re-badged Toyota CH-R?
46,2019-02-23T13:25:41+00:00,tjc78,"Yes all the Lexus SUVs are based on Toyota equivalents.

I think it has 160 HP probably adequate for the target audience."
47,2019-02-23T13:58:49+00:00,stickguy,the base FWD has something like that. The AWD version is a hybrid.
48,2019-02-24T19:14:20+00:00,kyfdx,"Another Edge ST. For an SUV, it’s pretty sharp."
49,2019-02-26T02:08:21+00:00,explorerx4,I've seen several Subaru Ascents.
0,2019-02-26T03:09:21+00:00,fintail,"I saw one of those big Subies yesterday. Today at work I noticed someone got a new Expedition, fancy forged looking wheels."
1,2019-03-01T14:39:00+00:00,texases,A flying brick - AMG G63.
2,2019-03-01T14:47:49+00:00,stickguy,Audi A8. Looks like it should be wearing a Lincoln badge. What a barge.
3,2019-03-01T15:03:03+00:00,Mr_Shiftright,It's a car you can learn to depreci....er.....APPreciate.
4,2019-03-04T03:28:27+00:00,fintail,"Saw one of those new 6er GT things, I recall a magazine said something like ""it drives like a hockey arena""."
5,2019-03-07T02:38:55+00:00,tifighter,The new Kia Soul. I hope you like tail lights...
6,2019-03-07T15:47:44+00:00,Mr_Shiftright,"Kinda goofy, but I like it. By the time you get one optioned-up to the F&G level (Fun and Gadgets), it's in the upper $20Ks already."
7,2019-03-09T00:42:38+00:00,PF_Flyer,"Parking lot at the gym. I don't know that this says ""Rolls Royce"" to me, especially with the decal in the window"
8,2019-03-09T15:47:37+00:00,berri,Did the Playboy come back
9,2019-03-09T16:06:38+00:00,stickguy,"not exactly new, but got behind a Nissan Cube yesterday. Even my wife noticed how odd it was."
10,2019-03-09T16:28:39+00:00,kyfdx,"Is that a 2-tone paint job, or a wrap? either way, it's hideous"
11,2019-03-09T16:41:02+00:00,Mr_Shiftright,
12,2019-03-09T16:50:00+00:00,Michaell,Every girl at my Catholic high school wore those. 
13,2019-03-09T18:04:54+00:00,kyfdx,Molly Shannon.. lol
14,2019-03-11T23:18:42+00:00,andres3,"The new Acura NSX, driven by what else, an old guy! Looked sharp in person on the road where it belongs."
15,2019-03-12T00:10:04+00:00,stickguy,got behind a pretty new 911 carerra. Targa. Orange. I liked it!
16,2019-03-12T01:30:37+00:00,Mr_Shiftright,"Not new, but very orange! (Actually this is a wrap)."
17,2019-03-12T11:38:29+00:00,ab348,I'm pretty sure I've seen one of those (or perhaps a 911) locally in that orange shade.
18,2019-03-12T13:04:15+00:00,kyfdx,"That was an actual color, at one time. Local guy had it on a Boxster. I like it."
19,2019-03-12T13:32:59+00:00,texases,"Doesn't Ruf (the tuner) like that color, and a green? Both remind me of:"
20,2019-03-12T13:33:30+00:00,fintail,"Saw an AMG GT ""4 door coupe"" at the dealer on Sunday. 198K."
21,2019-03-12T14:25:30+00:00,stickguy,I love Gumby and pokey!
22,2019-03-12T17:14:34+00:00,Mr_Shiftright,"And 12 months from now. 150K...and 36 months from now.....don't ask, it's painful."
23,2019-03-12T17:24:40+00:00,fintail,120 months from now is the real fun.
24,2019-03-12T17:26:56+00:00,Mr_Shiftright,By that time it's a donation vehicle.
25,2019-03-12T18:04:26+00:00,andres3,@$500/month you'd have that paid off in a spiffy 396 month loan at 0% interest.
26,2019-03-12T18:32:51+00:00,texases,"I volunteer! I'm particularly needy, super-4door-wise..."
27,2019-03-12T18:53:42+00:00,fintail,"See what a 2009 E63 is worth today. The bigger they are, the harder they fall, especially without an exotic body (also a fun case where wagons have significantly better values)."
28,2019-03-12T20:35:33+00:00,Mr_Shiftright,"Well if you aren't actually needy when I arrange to donate it to you, you certainly will be about 6 months after you own it.

THIS IS THE PRICE FOR ONE SHOCK--and at a discount store!"
29,2019-03-12T20:38:14+00:00,Mr_Shiftright,"Same car, price for ONE ROTOR"
30,2019-03-12T20:41:40+00:00,ab348,At those prices I'll take a Ferrari instead.
31,2019-03-12T20:42:14+00:00,Michaell,Those prices made my eyes water....
32,2019-03-12T20:43:09+00:00,explorerx4,That rotor is pretty expensive considering all those holes in it.
33,2019-03-12T20:46:52+00:00,fintail,"Per the joke, AMG = All Money Gone"
34,2019-03-12T22:38:27+00:00,qbrozen,"Yet, $52 for the Centric brand. Prime example of why I rarely buy OEM. "
35,2019-03-13T17:17:47+00:00,Mr_Shiftright,Are those any good? I have heard pros and cons. I wonder if Wilwood makes rotors for the AMG--they make a very good rotor.
36,2019-03-13T18:35:18+00:00,qbrozen,I bought them for our previous T&C after the stock ones warped and I read that was common. The Centric worked fine and never warped.
37,2019-03-13T18:42:27+00:00,Mr_Shiftright,"More often than not, brake rotors do not in fact warp. It's the brake pads causing the wobble. Lots of upsell on rotors.

Next time anyone wants to sell you new rotors, have them show you on a dial gauge.

I guess on some cars, it doesn't matter much if you buy new rotors, but at $1,000 a pop it does!"
38,2019-03-13T21:29:05+00:00,qbrozen,"curious: how do pads cause a wobble?

I don't fully recall, but I believe it is likely I replaced the pads first, vibration remained, so I went back and replaced the rotors. At least, that's the route I would take now, so I can only assume that's what I did then."
39,2019-03-13T21:30:00+00:00,andres3,"Lots of debate on if rotors can be used more than one pad set on ""performance"" vehicles driven the way they were meant to be driven. Apparently OEM rotors sometimes cut out thickness for weight loss at the expense of being able to be used more than one set of pads."
40,2019-03-13T23:59:43+00:00,Mr_Shiftright,"Here's what Firestone says:

""When you press down on the brake pedal, you kick start a series of rapid events. As you step on the pedal a caliper applies pressure to the brake pad, which in turn clinches down on the rotors. (Similar to how bicycle brakes work.) This brings your car to a stop. If anything is “off” with said brake pad, you may feel it in your steering wheel. Brake pads that are old, worn, or particularly dirty cannot grip the rotor effectively and can cause your steering wheel to quiver."""
41,2019-03-14T13:13:00+00:00,qbrozen,"so, yes, when pressing the brakes. I wouldn't have called it a ""wobble"" though.
I THINK a warped rotor would be more ...hmmm... ""consistent""? rhythmic? Meaning a warped rotor would give you the sensation at the same point(s) in each rotation, while pads would not. Just a total guess.

Also, if warped enough, you could hear/feel it even when not applying the brakes since the rotor could touch the pads on each rotation."
42,2019-03-14T16:00:29+00:00,Mr_Shiftright,"The true test would be the dial indicator---no guessing on the shop's part, and no upsell for you if they can't prove it.

Of course, on some German cars....cough, cough....rotors are never turned in case of warpage..you are required to throw them away regardless of the ""meat"" left on them.

I'm half in jest here...I'm sure there are other automakers who require the same thing."
43,2019-03-14T17:19:46+00:00,qbrozen,"What is this ""shop"" you keep speaking of? ;b

Heck, I can swap my rotors, calipers, and pads and still save money over just paying to get pads done at the dealer."
44,2019-03-14T17:22:07+00:00,tjc78,Pad jobs must be a big profit center for the dealer.
45,2019-03-15T18:17:44+00:00,fintail,Someone at work has a new E53 coupe.
46,2019-03-16T01:17:43+00:00,fintail,"On the road this afternoon, saw 2x new RAV4 - one a rental (Toyota has surpassed 00s era GM with fleet dumps, at least around here), and a Bentayga driven in the clueless entitled oblivious manner one would expect from such a vehicle and its bootstrapping driver."
47,2019-03-16T01:23:03+00:00,stickguy,I saw one of those new CUVs recently. Does Maserati make one? I think that is what it was.
48,2019-03-16T01:43:47+00:00,fintail,"Maserati is the ""Levante"". I actually saw one of those, too. White of course, questionably driven, ""baby on board"" sticker, I could make a boatload of assumptions about the driver."
49,2019-03-16T17:27:19+00:00,berri,"I saw a new RAV by the showroom the other day. Seems a bit tinny and chintzy to me, but I haven't driven one. Funny and kind of incongruent, because the RAV in the showroom was loaded up with dealer add-ons while they are already in rental fleets. Maybe Toyota people are a little too loyal to the brand for their own good?"
0,2019-03-16T21:58:57+00:00,Mr_Shiftright,Brand loyalty is a lot like love--sometimes kinda blind.
1,2019-03-16T22:20:21+00:00,explorerx4,"Locally Toyota $1000 recent college graduate incentive on the RAV 4.
Mostly, I see $400/$500.
I just noticed a local Ford dealer has the same offer."
2,2019-03-16T23:30:23+00:00,fintail,"A friend of mine spotted this today, I don't think I have seen one on the road yet:"
3,2019-03-17T00:32:06+00:00,tjc78,"RAV4s.... RAV4s everywhere. Three today all with temp plates.

My mom said she likes the new one.... so I’ll be seeing another one parked in front of my house. Ugh. I thought I had her convinced to get something else once current RAV goes back"
4,2019-03-18T13:38:30+00:00,fintail,"I read there's a CTS replacement coming soon:





That C-pillar, woof, looks like a cross between an Accord and a Regal. Not nice to my eyes."
5,2019-03-18T13:47:12+00:00,stickguy,"it's different. rest of car looks pretty good. at least the nose isn't hideous.

I assume that will replace the ATS also. And probably whatever the one bigger than the C was."
6,2019-03-18T13:47:55+00:00,texases,"Seems like goofy c pillars are contagious. From the second pic you can tell the 'window' in the c pillar is non-functional. Why have it? And the front end is ok, but nothing special."
7,2019-03-18T13:57:21+00:00,fintail,"I've said it before and I'll say it again, stylists/designers are copycat sycophants. This stuff combined with the faux floating pillar movement is like a disease, and someone is loving it and approving it."
8,2019-03-18T14:10:05+00:00,qbrozen,Is that a hatchback??
9,2019-03-18T14:15:47+00:00,fintail,"As far as I know, nope."
10,2019-03-18T14:38:28+00:00,ab348,"The CT5 is the CTS replacement. There is supposed to be a smaller CT4 coming that will take the place of the ATS.

I can handle the styling though I don't think it looks as good as my car, except for that C-pillar design which is absolutely hideous. Reminiscent of the current Buick Regal Sportback which GM can't seem to give away. Should never made it out of the design center."
11,2019-03-18T15:56:39+00:00,thebean,"To my unsophisticated eye, the CT5 kinda has a Tesla Model 3 look in the side view."
12,2019-03-18T16:31:04+00:00,tjc78,I definitely see a little previous generation Accord in the C pillar area.
13,2019-03-18T16:38:48+00:00,texases,"Current one, too (except the Accord's window is real), along with overall 'fastback' shape:"
14,2019-03-18T16:57:52+00:00,fintail,Rear door from an Ion or Cruze? Can't un-see
15,2019-03-18T17:19:28+00:00,Mr_Shiftright,"Seems a bit underwhelming. Maybe in ""real life"" it would look better. On the other hand, not offensive in any way. Sorta plain vanilla with a few chocolate jimmies on top."
16,2019-03-18T18:33:23+00:00,ab348,Exactly. It should be so lucky to look like an Accord in that area.
17,2019-03-18T21:10:59+00:00,andres3,"Absolutely true about being ""TOO LOYAL."" However, until they make unreliable crap cars, they will continue to be loyal, because they are loyal about the legendary trouble-free ownership experience. It is reliability and durability that keeps them coming back for more, not the grounded to the ground driving feel."
